timestamp,i,j,duration
979497180,user_fired@enron.com,peer6@enron.com,20
979497000,user_bottleneck@enron.com,peer5@enron.com,20
979497000,user_bottleneck@enron.com,peer8@enron.com,20
979497020,user_bottleneck@enron.com,peer8@enron.com,20
979497040,user_bottleneck@enron.com,peer8@enron.com,20
979497060,user_bottleneck@enron.com,peer8@enron.com,20
979497080,user_bottleneck@enron.com,peer8@enron.com,20
979497000,user_isolated@enron.com,peer2@enron.com,20
979497000,peer1@enron.com,peer3@enron.com,20
979497000,peer1@enron.com,peer5@enron.com,20
979497000,peer4@enron.com,peer5@enron.com,20
979497020,peer4@enron.com,peer5@enron.com,20
979497040,peer4@enron.com,peer5@enron.com,20
979497060,peer4@enron.com,peer5@enron.com,20
979497080,peer4@enron.com,peer5@enron.com,20
979497100,peer4@enron.com,peer5@enron.com,20
979497000,peer6@enron.com,peer9@enron.com,20
979497020,peer6@enron.com,peer9@enron.com,20
982089000,user_stable@enron.com,peer0@enron.com,20
982089020,user_stable@enron.com,peer0@enron.com,20
982089040,user_stable@enron.com,peer0@enron.com,20
982089000,user_stable@enron.com,peer1@enron.com,20
982089020,user_stable@enron.com,peer1@enron.com,20
982089040,user_stable@enron.com,peer1@enron.com,20
982089060,user_stable@enron.com,peer1@enron.com,20
982089080,user_stable@enron.com,peer1@enron.com,20
982089100,user_stable@enron.com,peer1@enron.com,20
982089120,user_stable@enron.com,peer1@enron.com,20
982089140,user_stable@enron.com,peer1@enron.com,20
982089160,user_stable@enron.com,peer1@enron.com,20
982089000,user_stable@enron.com,peer5@enron.com,20
982089000,user_stable@enron.com,peer8@enron.com,20
982089020,user_stable@enron.com,peer8@enron.com,20
982089000,user_promoted@enron.com,peer3@enron.com,20
982089020,user_promoted@enron.com,peer3@enron.com,20
982089040,user_promoted@enron.com,peer3@enron.com,20
982089060,user_promoted@enron.com,peer3@enron.com,20
982089080,user_promoted@enron.com,peer3@enron.com,20
982089100,user_promoted@enron.com,peer3@enron.com,20
982089120,user_promoted@enron.com,peer3@enron.com,20
982089140,user_promoted@enron.com,peer3@enron.com,20
982089000,user_resigned@enron.com,user_isolated@enron.com,20
982089020,user_resigned@enron.com,user_isolated@enron.com,20
982089000,user_resigned@enron.com,peer4@enron.com,20
982089020,user_resigned@enron.com,peer4@enron.com,20
982089040,user_resigned@enron.com,peer4@enron.com,20
982089060,user_resigned@enron.com,peer4@enron.com,20
982089080,user_resigned@enron.com,peer4@enron.com,20
982089100,user_resigned@enron.com,peer4@enron.com,20
982089120,user_resigned@enron.com,peer4@enron.com,20
982089140,user_resigned@enron.com,peer4@enron.com,20
982089160,user_resigned@enron.com,peer4@enron.com,20
982089000,user_resigned@enron.com,peer5@enron.com,20
982089020,user_resigned@enron.com,peer5@enron.com,20
982089040,user_resigned@enron.com,peer5@enron.com,20
982089000,user_fired@enron.com,peer6@enron.com,20
982089020,user_fired@enron.com,peer6@enron.com,20
982089040,user_fired@enron.com,peer6@enron.com,20
982089000,user_fired@enron.com,peer7@enron.com,20
982089020,user_fired@enron.com,peer7@enron.com,20
982089040,user_fired@enron.com,peer7@enron.com,20
982089060,user_fired@enron.com,peer7@enron.com,20
982089080,user_fired@enron.com,peer7@enron.com,20
982089100,user_fired@enron.com,peer7@enron.com,20
982089120,user_fired@enron.com,peer7@enron.com,20
982089000,user_isolated@enron.com,peer0@enron.com,20
982089020,user_isolated@enron.com,peer0@enron.com,20
982089000,user_isolated@enron.com,peer9@enron.com,20
982089020,user_isolated@enron.com,peer9@enron.com,20
982089040,user_isolated@enron.com,peer9@enron.com,20
982089060,user_isolated@enron.com,peer9@enron.com,20
982089080,user_isolated@enron.com,peer9@enron.com,20
982089100,user_isolated@enron.com,peer9@enron.com,20
982089120,user_isolated@enron.com,peer9@enron.com,20
982089000,peer0@enron.com,peer1@enron.com,20
982089020,peer0@enron.com,peer1@enron.com,20
982089040,peer0@enron.com,peer1@enron.com,20
982089060,peer0@enron.com,peer1@enron.com,20
982089080,peer0@enron.com,peer1@enron.com,20
982089100,peer0@enron.com,peer1@enron.com,20
982089120,peer0@enron.com,peer1@enron.com,20
982089140,peer0@enron.com,peer1@enron.com,20
982089160,peer0@enron.com,peer1@enron.com,20
982089180,peer0@enron.com,peer1@enron.com,20
982089000,peer2@enron.com,peer3@enron.com,20
982089020,peer2@enron.com,peer3@enron.com,20
982089040,peer2@enron.com,peer3@enron.com,20
982089060,peer2@enron.com,peer3@enron.com,20
982089080,peer2@enron.com,peer3@enron.com,20
982089000,peer2@enron.com,peer6@enron.com,20
982089020,peer2@enron.com,peer6@enron.com,20
982089000,peer3@enron.com,peer5@enron.com,20
982089020,peer3@enron.com,peer5@enron.com,20
982089000,peer4@enron.com,peer5@enron.com,20
982089020,peer4@enron.com,peer5@enron.com,20
982089040,peer4@enron.com,peer5@enron.com,20
982089060,peer4@enron.com,peer5@enron.com,20
982089080,peer4@enron.com,peer5@enron.com,20
982089100,peer4@enron.com,peer5@enron.com,20
982089120,peer4@enron.com,peer5@enron.com,20
982089000,peer5@enron.com,peer9@enron.com,20
982089020,peer5@enron.com,peer9@enron.com,20
982089000,peer6@enron.com,peer7@enron.com,20
982089020,peer6@enron.com,peer7@enron.com,20
982089040,peer6@enron.com,peer7@enron.com,20
982089060,peer6@enron.com,peer7@enron.com,20
982089080,peer6@enron.com,peer7@enron.com,20
982089100,peer6@enron.com,peer7@enron.com,20
982089120,peer6@enron.com,peer7@enron.com,20
982089140,peer6@enron.com,peer7@enron.com,20
984681000,user_stable@enron.com,peer0@enron.com,20
984681020,user_stable@enron.com,peer0@enron.com,20
984681040,user_stable@enron.com,peer0@enron.com,20
984681060,user_stable@enron.com,peer0@enron.com,20
984681080,user_stable@enron.com,peer0@enron.com,20
984681100,user_stable@enron.com,peer0@enron.com,20
984681120,user_stable@enron.com,peer0@enron.com,20
984681140,user_stable@enron.com,peer0@enron.com,20
984681160,user_stable@enron.com,peer0@enron.com,20
984681180,user_stable@enron.com,peer0@enron.com,20
984681000,user_promoted@enron.com,user_isolated@enron.com,20
984681000,user_promoted@enron.com,peer5@enron.com,20
984681000,user_resigned@enron.com,peer0@enron.com,20
984681020,user_resigned@enron.com,peer0@enron.com,20
984681000,user_resigned@enron.com,peer4@enron.com,20
984681020,user_resigned@enron.com,peer4@enron.com,20
984681040,user_resigned@enron.com,peer4@enron.com,20
984681060,user_resigned@enron.com,peer4@enron.com,20
984681000,user_resigned@enron.com,peer5@enron.com,20
984681020,user_resigned@enron.com,peer5@enron.com,20
984681040,user_resigned@enron.com,peer5@enron.com,20
984681060,user_resigned@enron.com,peer5@enron.com,20
984681080,user_resigned@enron.com,peer5@enron.com,20
984681000,user_resigned@enron.com,peer9@enron.com,20
984681000,user_fired@enron.com,peer2@enron.com,20
984681020,user_fired@enron.com,peer2@enron.com,20
984681000,user_bottleneck@enron.com,peer6@enron.com,20
984681020,user_bottleneck@enron.com,peer6@enron.com,20
984681000,user_bottleneck@enron.com,peer8@enron.com,20
984681020,user_bottleneck@enron.com,peer8@enron.com,20
984681040,user_bottleneck@enron.com,peer8@enron.com,20
984681060,user_bottleneck@enron.com,peer8@enron.com,20
984681080,user_bottleneck@enron.com,peer8@enron.com,20
984681100,user_bottleneck@enron.com,peer8@enron.com,20
984681000,user_isolated@enron.com,peer0@enron.com,20
984681020,user_isolated@enron.com,peer0@enron.com,20
984681000,user_isolated@enron.com,peer8@enron.com,20
984681000,user_isolated@enron.com,peer9@enron.com,20
984681020,user_isolated@enron.com,peer9@enron.com,20
984681040,user_isolated@enron.com,peer9@enron.com,20
984681060,user_isolated@enron.com,peer9@enron.com,20
984681080,user_isolated@enron.com,peer9@enron.com,20
984681000,peer0@enron.com,peer1@enron.com,20
984681020,peer0@enron.com,peer1@enron.com,20
984681040,peer0@enron.com,peer1@enron.com,20
984681000,peer2@enron.com,peer3@enron.com,20
984681020,peer2@enron.com,peer3@enron.com,20
984681040,peer2@enron.com,peer3@enron.com,20
984681060,peer2@enron.com,peer3@enron.com,20
984681000,peer2@enron.com,peer4@enron.com,20
984681020,peer2@enron.com,peer4@enron.com,20
984681000,peer2@enron.com,peer6@enron.com,20
984681020,peer2@enron.com,peer6@enron.com,20
984681000,peer3@enron.com,peer9@enron.com,20
984681000,peer6@enron.com,peer7@enron.com,20
984681020,peer6@enron.com,peer7@enron.com,20
984681040,peer6@enron.com,peer7@enron.com,20
984681060,peer6@enron.com,peer7@enron.com,20
984681080,peer6@enron.com,peer7@enron.com,20
984681100,peer6@enron.com,peer7@enron.com,20
984681120,peer6@enron.com,peer7@enron.com,20
987273000,user_stable@enron.com,peer0@enron.com,20
987273020,user_stable@enron.com,peer0@enron.com,20
987273040,user_stable@enron.com,peer0@enron.com,20
987273060,user_stable@enron.com,peer0@enron.com,20
987273080,user_stable@enron.com,peer0@enron.com,20
987273100,user_stable@enron.com,peer0@enron.com,20
987273120,user_stable@enron.com,peer0@enron.com,20
987273140,user_stable@enron.com,peer0@enron.com,20
987273160,user_stable@enron.com,peer0@enron.com,20
987273180,user_stable@enron.com,peer0@enron.com,20
987273200,user_stable@enron.com,peer0@enron.com,20
987273000,user_promoted@enron.com,peer4@enron.com,20
987273000,user_resigned@enron.com,peer1@enron.com,20
987273020,user_resigned@enron.com,peer1@enron.com,20
987273000,user_resigned@enron.com,peer4@enron.com,20
987273020,user_resigned@enron.com,peer4@enron.com,20
987273040,user_resigned@enron.com,peer4@enron.com,20
987273060,user_resigned@enron.com,peer4@enron.com,20
987273080,user_resigned@enron.com,peer4@enron.com,20
987273100,user_resigned@enron.com,peer4@enron.com,20
987273120,user_resigned@enron.com,peer4@enron.com,20
987273140,user_resigned@enron.com,peer4@enron.com,20
987273000,user_fired@enron.com,peer6@enron.com,20
987273020,user_fired@enron.com,peer6@enron.com,20
987273040,user_fired@enron.com,peer6@enron.com,20
987273060,user_fired@enron.com,peer6@enron.com,20
987273080,user_fired@enron.com,peer6@enron.com,20
987273000,user_fired@enron.com,peer7@enron.com,20
987273020,user_fired@enron.com,peer7@enron.com,20
987273040,user_fired@enron.com,peer7@enron.com,20
987273060,user_fired@enron.com,peer7@enron.com,20
987273000,user_fired@enron.com,peer9@enron.com,20
987273020,user_fired@enron.com,peer9@enron.com,20
987273000,user_bottleneck@enron.com,peer8@enron.com,20
987273020,user_bottleneck@enron.com,peer8@enron.com,20
987273040,user_bottleneck@enron.com,peer8@enron.com,20
987273060,user_bottleneck@enron.com,peer8@enron.com,20
987273080,user_bottleneck@enron.com,peer8@enron.com,20
987273100,user_bottleneck@enron.com,peer8@enron.com,20
987273120,user_bottleneck@enron.com,peer8@enron.com,20
987273000,user_bottleneck@enron.com,peer9@enron.com,20
987273000,user_isolated@enron.com,peer1@enron.com,20
987273000,user_isolated@enron.com,peer3@enron.com,20
987273000,peer0@enron.com,peer1@enron.com,20
987273020,peer0@enron.com,peer1@enron.com,20
987273040,peer0@enron.com,peer1@enron.com,20
987273060,peer0@enron.com,peer1@enron.com,20
987273080,peer0@enron.com,peer1@enron.com,20
987273100,peer0@enron.com,peer1@enron.com,20
987273120,peer0@enron.com,peer1@enron.com,20
987273140,peer0@enron.com,peer1@enron.com,20
987273160,peer0@enron.com,peer1@enron.com,20
987273180,peer0@enron.com,peer1@enron.com,20
987273000,peer1@enron.com,peer5@enron.com,20
987273000,peer3@enron.com,peer5@enron.com,20
987273000,peer4@enron.com,peer5@enron.com,20
987273020,peer4@enron.com,peer5@enron.com,20
987273040,peer4@enron.com,peer5@enron.com,20
987273060,peer4@enron.com,peer5@enron.com,20
987273080,peer4@enron.com,peer5@enron.com,20
987273100,peer4@enron.com,peer5@enron.com,20
987273120,peer4@enron.com,peer5@enron.com,20
987273140,peer4@enron.com,peer5@enron.com,20
987273160,peer4@enron.com,peer5@enron.com,20
987273180,peer4@enron.com,peer5@enron.com,20
987273200,peer4@enron.com,peer5@enron.com,20
987273000,peer5@enron.com,peer8@enron.com,20
987273020,peer5@enron.com,peer8@enron.com,20
987273000,peer6@enron.com,peer7@enron.com,20
987273020,peer6@enron.com,peer7@enron.com,20
987273040,peer6@enron.com,peer7@enron.com,20
987273060,peer6@enron.com,peer7@enron.com,20
987273080,peer6@enron.com,peer7@enron.com,20
987273100,peer6@enron.com,peer7@enron.com,20
987273120,peer6@enron.com,peer7@enron.com,20
989865000,user_stable@enron.com,peer0@enron.com,20
989865020,user_stable@enron.com,peer0@enron.com,20
989865040,user_stable@enron.com,peer0@enron.com,20
989865000,user_stable@enron.com,peer2@enron.com,20
989865000,user_promoted@enron.com,peer0@enron.com,20
989865000,user_promoted@enron.com,peer2@enron.com,20
989865020,user_promoted@enron.com,peer2@enron.com,20
989865040,user_promoted@enron.com,peer2@enron.com,20
989865060,user_promoted@enron.com,peer2@enron.com,20
989865080,user_promoted@enron.com,peer2@enron.com,20
989865000,user_resigned@enron.com,peer5@enron.com,20
989865020,user_resigned@enron.com,peer5@enron.com,20
989865040,user_resigned@enron.com,peer5@enron.com,20
989865000,user_fired@enron.com,peer2@enron.com,20
989865000,user_fired@enron.com,peer7@enron.com,20
989865020,user_fired@enron.com,peer7@enron.com,20
989865040,user_fired@enron.com,peer7@enron.com,20
989865060,user_fired@enron.com,peer7@enron.com,20
989865080,user_fired@enron.com,peer7@enron.com,20
989865100,user_fired@enron.com,peer7@enron.com,20
989865000,user_bottleneck@enron.com,peer3@enron.com,20
989865000,user_bottleneck@enron.com,peer6@enron.com,20
989865020,user_bottleneck@enron.com,peer6@enron.com,20
989865000,user_bottleneck@enron.com,peer8@enron.com,20
989865020,user_bottleneck@enron.com,peer8@enron.com,20
989865040,user_bottleneck@enron.com,peer8@enron.com,20
989865060,user_bottleneck@enron.com,peer8@enron.com,20
989865000,user_isolated@enron.com,peer8@enron.com,20
989865020,user_isolated@enron.com,peer8@enron.com,20
989865000,peer1@enron.com,peer2@enron.com,20
989865020,peer1@enron.com,peer2@enron.com,20
989865000,peer1@enron.com,peer7@enron.com,20
989865020,peer1@enron.com,peer7@enron.com,20
989865000,peer2@enron.com,peer3@enron.com,20
989865020,peer2@enron.com,peer3@enron.com,20
989865040,peer2@enron.com,peer3@enron.com,20
989865060,peer2@enron.com,peer3@enron.com,20
989865080,peer2@enron.com,peer3@enron.com,20
989865100,peer2@enron.com,peer3@enron.com,20
989865120,peer2@enron.com,peer3@enron.com,20
989865140,peer2@enron.com,peer3@enron.com,20
989865160,peer2@enron.com,peer3@enron.com,20
989865180,peer2@enron.com,peer3@enron.com,20
989865200,peer2@enron.com,peer3@enron.com,20
989865000,peer4@enron.com,peer5@enron.com,20
989865020,peer4@enron.com,peer5@enron.com,20
989865040,peer4@enron.com,peer5@enron.com,20
989865060,peer4@enron.com,peer5@enron.com,20
989865080,peer4@enron.com,peer5@enron.com,20
989865100,peer4@enron.com,peer5@enron.com,20
989865120,peer4@enron.com,peer5@enron.com,20
989865140,peer4@enron.com,peer5@enron.com,20
989865000,peer6@enron.com,peer7@enron.com,20
989865020,peer6@enron.com,peer7@enron.com,20
989865040,peer6@enron.com,peer7@enron.com,20
989865060,peer6@enron.com,peer7@enron.com,20
989865080,peer6@enron.com,peer7@enron.com,20
989865100,peer6@enron.com,peer7@enron.com,20
989865120,peer6@enron.com,peer7@enron.com,20
989865140,peer6@enron.com,peer7@enron.com,20
992457000,user_stable@enron.com,peer0@enron.com,20
992457020,user_stable@enron.com,peer0@enron.com,20
992457040,user_stable@enron.com,peer0@enron.com,20
992457060,user_stable@enron.com,peer0@enron.com,20
992457080,user_stable@enron.com,peer0@enron.com,20
992457000,user_stable@enron.com,peer1@enron.com,20
992457020,user_stable@enron.com,peer1@enron.com,20
992457040,user_stable@enron.com,peer1@enron.com,20
992457060,user_stable@enron.com,peer1@enron.com,20
992457080,user_stable@enron.com,peer1@enron.com,20
992457100,user_stable@enron.com,peer1@enron.com,20
992457120,user_stable@enron.com,peer1@enron.com,20
992457000,user_promoted@enron.com,peer2@enron.com,20
992457020,user_promoted@enron.com,peer2@enron.com,20
992457040,user_promoted@enron.com,peer2@enron.com,20
992457060,user_promoted@enron.com,peer2@enron.com,20
992457080,user_promoted@enron.com,peer2@enron.com,20
992457100,user_promoted@enron.com,peer2@enron.com,20
992457120,user_promoted@enron.com,peer2@enron.com,20
992457140,user_promoted@enron.com,peer2@enron.com,20
992457000,user_resigned@enron.com,peer4@enron.com,20
992457020,user_resigned@enron.com,peer4@enron.com,20
992457040,user_resigned@enron.com,peer4@enron.com,20
992457060,user_resigned@enron.com,peer4@enron.com,20
992457000,user_resigned@enron.com,peer5@enron.com,20
992457020,user_resigned@enron.com,peer5@enron.com,20
992457040,user_resigned@enron.com,peer5@enron.com,20
992457060,user_resigned@enron.com,peer5@enron.com,20
992457000,user_resigned@enron.com,peer8@enron.com,20
992457000,user_fired@enron.com,peer7@enron.com,20
992457020,user_fired@enron.com,peer7@enron.com,20
992457040,user_fired@enron.com,peer7@enron.com,20
992457060,user_fired@enron.com,peer7@enron.com,20
992457080,user_fired@enron.com,peer7@enron.com,20
992457000,user_bottleneck@enron.com,user_isolated@enron.com,20
992457000,user_bottleneck@enron.com,peer8@enron.com,20
992457020,user_bottleneck@enron.com,peer8@enron.com,20
992457040,user_bottleneck@enron.com,peer8@enron.com,20
992457060,user_bottleneck@enron.com,peer8@enron.com,20
992457080,user_bottleneck@enron.com,peer8@enron.com,20
992457100,user_bottleneck@enron.com,peer8@enron.com,20
992457120,user_bottleneck@enron.com,peer8@enron.com,20
992457140,user_bottleneck@enron.com,peer8@enron.com,20
992457160,user_bottleneck@enron.com,peer8@enron.com,20
992457180,user_bottleneck@enron.com,peer8@enron.com,20
992457200,user_bottleneck@enron.com,peer8@enron.com,20
992457000,user_isolated@enron.com,peer9@enron.com,20
992457020,user_isolated@enron.com,peer9@enron.com,20
992457040,user_isolated@enron.com,peer9@enron.com,20
992457060,user_isolated@enron.com,peer9@enron.com,20
992457080,user_isolated@enron.com,peer9@enron.com,20
992457100,user_isolated@enron.com,peer9@enron.com,20
992457120,user_isolated@enron.com,peer9@enron.com,20
992457000,peer1@enron.com,peer9@enron.com,20
992457020,peer1@enron.com,peer9@enron.com,20
992457000,peer4@enron.com,peer5@enron.com,20
992457020,peer4@enron.com,peer5@enron.com,20
992457040,peer4@enron.com,peer5@enron.com,20
992457060,peer4@enron.com,peer5@enron.com,20
992457080,peer4@enron.com,peer5@enron.com,20
992457000,peer6@enron.com,peer7@enron.com,20
992457020,peer6@enron.com,peer7@enron.com,20
992457040,peer6@enron.com,peer7@enron.com,20
992457060,peer6@enron.com,peer7@enron.com,20
992457080,peer6@enron.com,peer7@enron.com,20
992457100,peer6@enron.com,peer7@enron.com,20
992457120,peer6@enron.com,peer7@enron.com,20
992457140,peer6@enron.com,peer7@enron.com,20
992457160,peer6@enron.com,peer7@enron.com,20
992457180,peer6@enron.com,peer7@enron.com,20
992457000,peer7@enron.com,peer8@enron.com,20
992457020,peer7@enron.com,peer8@enron.com,20
